;;;;;
;; RESULTADO DE JULGAMENTO - PROPOSTAS  APROVADAS PARA CONTRATAÇÃO;;;
;;Edital 21/2008 - Programa Primeiros Projetos;;;
;;;;;
ATENÇÃO : Todas as instituições que tiverem propostas aprovadas deverão atualizar seu credenciamento na FAPEMIG até 10 dias corridos da publicação dos resultados, sob pena de desclassificação das propostas.  A situação cadastral das instituições poderá ser verificada no endereço : http://www.fapemig.br/cadastro/;;;;;
;;;;;
;;;;;
;;;;;
#;PROC.;COORDENADOR;TÍTULO;INSTITUIÇÃO; VALOR 
133; APQ-00733-09; Fernando De Paula Leonel; Consórcio Capim-Braquiária, Milho E Leguminosas: Dinâmica De Nutrientes No Solo, Produção E Características Qualitativas Da Biomassa Forrageira, Desempenho Animal E Resultados Econômicos; UFSJ;24.561,87
134; APQ-00734-09; Ana Paula Couto Da Silva; Caracterização E Modelagem De Tráfego De Sistemas P2P-Tv; UFJF;17.566,50
135; APQ-00741-09; Leandro Fernandes Malloy-Diniz; Associação Entre Fenótipo Impulsivo E O Polimorfismo 5Httlpr Em Adultos Com Transtorno Afetivo Bipolar; UFMG;20.925,45
136; APQ-00751-09; Kely Cesar Martins De Paiva; Competências Profissionais E Gestão De Competências Em Profissões Na Área De Saúde: Um Estudo Com Médicos E Enfermeiros Em Minas Gerais;Instituto Novos Horizontes de Ensino Superior e de Pesquisa Ltda/Faculdade Novos Horizontes;19.595,88
137; APQ-00754-09; Priscila De Faria Pinto; “Avaliação Do Potencial Imunomodulador Da Apirase De Batata Solanum Tuberosum Sobre A Resposta Inflamatória Granulomatosa Da Esquistossomose Mansoni Experimental”.; UFJF;24.150,00
138; APQ-00760-09; Maria Celia Borges Dalberio; Formação De Professores, Qualidade De Ensino E Inclusão Educacional.                                                    ; UFTM;15.120,00
139; APQ-00766-09; Lisandra Brandino De Oliveira; Regulação Do Equilíbrio Hidroeletrolítico No Modelo Experimental De Desnutrição Proteica; UFOP;26.250,00
140; APQ-00768-09; Fernando Silva Neves; Avaliação Dos Polimorfismos Do Vat-2, Per3, 5-Httlpr, Tph2, Clock Em Pacientes Com Diagnóstico De Transtorno Bipolar E Familiares De Primeiro Grau; UFMG;24.675,00
141; APQ-00771-09; Wallisson Da Silva Freitas; Parâmetros De Projeto E Evapotranspiração De Culturas Em Sistemas Wetlands Para Tratamento De Esgoto Doméstico Em Condições De Clima Tropical; CAMPUS JANUÁRIA;23.111,93
142; APQ-00772-09; Jacqueline De Souza; Desenvolvimento E Validação De Método Bioanalítico Para Quantificação De Itraconazol Em Plasma De Cães.; UFOP;20.160,00
143; APQ-00778-09; José Augusto Ferreira Perez Villar; Síntese De Chalconas E Flavonas Com Potencial Atividade Inibidora De Fósfolipases A2; UFSJ;29.400,00
144; APQ-00783-09; Thatia Regina Bonfim; Utilização De Informação Sensorial Adicional No Treinamento Sensoriomotor; PUC-MINAS;23.824,50
145; APQ-00797-09; Raquel Lopes Martins Souza; Caracterização De Receptores E Ligantes Envolvidos Na Interação De Diferentes Tipos De Hemócitos Circulantes Ce Caramujos Biomphalaria Tenagophila Com Esporocistos De Schistosoma Mansoni; UNIFAL -MG;23.772,00
146; APQ-00799-09; Olga Luisa Tavano; Imobilização De Proteases  Para Fins De Produção De Hidrolisados Protéicos.; UFTM;23.981,58
147; APQ-00801-09; Pablo Forlan Vargas; Identificação Das Raças De Míldio (Bremia Lactucae) Nas Principais Regiões Produtoras De Alface No Estado De Minas Gerais E Obtenção De Linhagens Resistentes; FESP;15.244,00
148; APQ-00810-09; Aurélia Aparecida De Araújo Rodrigues; Análise De Sensibilidade De Gráficos De Controle De Np Com Amostragem Dupla; UFU;13.818,00
149; APQ-00826-09; Antônio Márcio Rodrigues; Alterações Morfofuncionais Do Giro Denteado Associadas Com A Epilepsia; UFSJ;21.000,00
150; APQ-00831-09; Júlio Emílio Diniz-Pereira; Lutas Concorrenciais No Campo Universitário E A Atual Reforma Das Licenciaturas; UFMG;17.146,50
151; APQ-00832-09; Tânia Regina Grão Velloso; Estudo Da Imunodifusão Dupla E Elisa Para Diagnóstico E Acompanhamento Da Pcm E Do Padrão De Citocinas Liberadas Por Células Mononucleares Do Sangue Periférico Dos Pacientes; UNIFAL -MG;28.828,16
152; APQ-00834-09; Marcos Olender; A Contribuição Da Imigração Italiana Para A Produção Arquitetônica De Juiz De Fora; UFJF;15.809,59
153; APQ-00837-09; Daniela Motta De Oliveira; Políticas De Formação Continuada De Professores No Estado De Minas Gerais: O Centro De Referência Virtual Do Professor; UFJF;19.395,78
154; APQ-00840-09; Renildo Ismael Félix Da Costa; Manejo Integrado Em Tomateiro Industrial No Norte De Minas Gerais: Impactos Na Dinâmica De Pragas E Inimigos Naturais, Uso De Inseticidas E Produtividade Das Lavouras; CAMPUS JANUÁRIA;27.615,00
155; APQ-00847-09; Daniel Carvalho De Rezende; Práticas Alimentares E Alimentação Fora Do Lar Em Minas Gerais; UFLA;11.975,15
156; APQ-00851-09; Armindo Dos Santos De Sousa Teodósio; Parceriais Tri-Setoriais Na Gestão Urbana  De Belo Horizonte: Uma Análise Das Implicações E Desdobramentos Do Movimento Nossa Bh Sobre A Esfera Pública; UNA ;10.911,34
157; APQ-00853-09; Wendel Alex Castro Silva; Ciclo De Vida Organizacional: Sinais De Longevidade Das Microempresas E Empresas De Pequeno Porte De Minas Gerais ;Instituto Novos Horizontes de Ensino Superior e de Pesquisa Ltda/Faculdade Novos Horizontes;12.371,13
158; APQ-00857-09; Hewerson Zansávio Teixeira; Implantação De Ambiente Computacional De Alto-Desempenho Para Modelagem De Tecidos Neuronais; UFSJ;29.427,30
159; APQ-00864-09; Mariana Esteves Mansanares; Avaliação Da Diversidade Da Família Asteraceae Em Campos E Cerrados Rupestres Das Serras Do Complexo Da Bocaina, Minas Gerais, Brasil; UFLA;29.018,85
160; APQ-00878-09; José Eduardo Alamy Filho; Monitoramento Do Aqüífero Bauru Na Zona Urbana De Araguari/Mg: Da Obtenção De Dados Primários À Simulação Numérica Do Escoamento Das Águas Subterrâneas; UFU;29.610,00
161; APQ-00879-09; Rosa Maria Da Exaltação Coutrim; O Papel Da Família E Da Escola Na Transmissão De Disposições Entre As Gerações: Expectativas De Futuro Para Jovens Egressos Do Ensino Médio; UFOP;20.269,20
162; APQ-00882-09; Paulo Cezar Mendes; Atlas Climatológico Do Município De Uberlândia: O Clima Como Recurso Natural Básico A Organização Do Espaço Geográfico ; UFU;29.018,76
163; APQ-00883-09; Bruno Sérgio Vieira; Controle Biológico De Meloidogyne Javanica E Meloidogyne Incognita Com Pochonia Chlamydosporia E Bacillus Subtilis; FEPAM-UNIPAM;27.400,00
164; APQ-00887-09; Mirella Moura Moro; Tricot – Disseminação De Conteúdo Inteligente; UFMG;18.601,23
165; APQ-00894-09; Magno Augusto Zazá Borges; Diversidade De Dípteros Muscóides E Seus Inimigos Naturais Em Granja De Aves De Postura Em Montes Claros, Minas Gerais; UNIMONTES;18.499,49
166; APQ-00901-09; Vinícius Rosa Cota; Tratamento Não-Farmacológico Das Epilepsias: Estimulação Elétrica Intra-Cerebral; UFSJ;21.210,00
167; APQ-00917-09; Thatyana De Faria Piola Seraphim; Ambiente Para Implementação E Avaliação De Desempenho De Aplicações Paralelas; UNIFEI;20.979,00
168; APQ-00926-09; Bianca Sarzi De Souza; Processamento Mínimo De Frutas: Abacaxi E Mamão; EAFMUZ;29.909,25
169; APQ-02731-08; Kelly Aparecida Geraldo Yoneyama; Estudo Das Atividades Biológicas E Moleculares De Toxinas Isoladas De Peçonhas Ofídicas Em Leishmania: Efeito Na Interação Parasita-Hospedeiro; UFU;21.054,60
;;;;;3.690.902,09
Belo Horizonte, 17 de dezembro de 2009.;;;;;
